_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.format,associatedMedia.identifier,associatedMedia.license,associatedMedia.modified,associatedMedia.PixelXDimension,associatedMedia.PixelYDimension,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,barcode,basisOfRecord,catalogNumber,catalogueDescription,chronostratigraphy,class,collectionCode,continent,coordinateUncertaintyInMeters,country,created,day,decimalLatitude,decimalLongitude,determinationFiledAs,determinationNames,donorName,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,expedition,family,gbifID,gbifIssue,genus,habitat,higherClassification,higherGeography,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,kindOfObject,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,modified,month,occurrenceID,occurrenceStatus,order,otherCatalogNumbers,phylum,preservative,project,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subDepartment,subgenus,typeStatus,verbatimLatitude,verbatimLongitude,waterBody,year,Source resource ID
10359227,4681316 | 4681409 | 4681524 | 4681539 | 4681604 | 4681611,7d809569-ff0b-4896-8572-ec2af13c8b4c | 2996a48f-caf2-468c-b1c7-3c4b0674c79b | 3d893918-a6f6-45a7-9fe5-945f7016ce0b | ee100da3-998f-400e-889b-7b405a1d3d3f | d6ed8ab0-f09f-4a0b-8369-d9c26a04dcbb | 6043d5d5-4651-4ada-aa30-79b210c04d5b,None | None | None | None | None | None,2023-09-15T10:02:53+00:00 | 2023-09-15T10:14:54+00:00 | 2023-09-15T10:31:06+00:00 | 2023-09-15T10:33:51+00:00 | 2023-09-15T10:41:37+00:00 | 2023-09-15T10:43:22+00:00,None | None | None | None | None | None,image/jpeg | image/tiff | image/tiff | image/jpeg | image/tiff | image/tiff,https://data.nhm.ac.uk/media/7d809569-ff0b-4896-8572-ec2af13c8b4c | https://data.nhm.ac.uk/media/2996a48f-caf2-468c-b1c7-3c4b0674c79b | https://data.nhm.ac.uk/media/3d893918-a6f6-45a7-9fe5-945f7016ce0b | https://data.nhm.ac.uk/media/ee100da3-998f-400e-889b-7b405a1d3d3f | https://data.nhm.ac.uk/media/d6ed8ab0-f09f-4a0b-8369-d9c26a04dcbb | https://data.nhm.ac.uk/media/6043d5d5-4651-4ada-aa30-79b210c04d5b,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2023-09-15T10:02:58+00:00 | 2023-09-15T10:15:01+00:00 | 2023-09-15T10:31:11+00:00 | 2023-09-15T10:33:55+00:00 | 2023-09-15T10:41:38+00:00 | 2023-09-15T10:43:23+00:00,8688 | 2040 | 2040 | 8688 | 2040 | 2040,5792 | 1530 | 1530 | 5792 | 1530 | 1530,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",015553150_Culex_sinaiticus_ST_Labels_additional | 015553150_Culex_sinaiticus_ST_Dorsal_head | 015553150_Culex_sinaiticus_ST_LH | 015553150_Culex_sinaiticus_ST_Labels | 015553150_Culex_sinaiticus_ST_Dorsal_abdomen | 015553150_Culex_sinaiticus_ST_DH,StillImage | StillImage | StillImage | StillImage | StillImage | StillImage,6,015553150,PreservedSpecimen,NHMUK015553150,,,Insecta,BMNH(E),,,,2023-05-16T16:22:30+00:00,,,,,Culex sinaiticus Kirkpatrick,T W. Kirkpatrick,,,,,,,Culicidae,4413213685,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,adult,"Egypt, Africa",2024-10-24T11:38:08+00:00,,b9a9188d-a071-4b1f-9e76-fb174013d18b,present,Diptera,NHMUK:ecatalogue:10359227,Arthropoda,Dry - pinned,,J W. Kirkpatrick,,Culex sinaiticus Kirkpatrick,Kirkpatrick,,sinaiticus,,Diptera and Siphonaptera,,SYNTYPE,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10249684,4596870,cf52725a-5b19-4466-81d7-9e814344d82f,,2023-08-22T13:48:00+00:00,,image/jpeg,https://data.nhm.ac.uk/media/cf52725a-5b19-4466-81d7-9e814344d82f,http://creativecommons.org/licenses/by/4.0/,2023-08-22T13:48:02+00:00,5184,3888,"The Trustees of the Natural History Museum, London",015072194_1,StillImage,1,015072194,PreservedSpecimen,NHMUK015072194,,,Insecta,BMNH(E),,,,2023-03-01T16:57:06+00:00,,,,,"Culiseta (Culicella) morsitans (Theobald, 1901)",,,,,,,,Culicidae,4075103101,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culiseta,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,Adult,,2023-08-22T13:48:03+00:00,,10c42aad-70c8-4b47-ae2b-184cb3fe4a28,present,Diptera,NHMUK:ecatalogue:10249684,Arthropoda,Dry-pinned,,,,"Culiseta (Culicella) morsitans (Theobald, 1901)","(Theobald, 1901)",,morsitans,,Diptera and Siphonaptera,Culicella,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10283125,5231471,9d98ea92-2769-47d2-bb2f-d65102b1cd78,,2024-08-20T15:44:42+00:00,,image/jpeg,https://data.nhm.ac.uk/media/9d98ea92-2769-47d2-bb2f-d65102b1cd78,http://creativecommons.org/licenses/by/4.0/,2024-08-20T15:46:02+00:00,5184,3888,"The Trustees of the Natural History Museum, London",015112409_1,StillImage,1,015112409,PreservedSpecimen,NHMUK015112409,,,Insecta,BMNH(E),Europe,,United Kingdom,2023-03-15T11:25:23+00:00,24,51.519167,-0.093889,,"Culicidae Meigen, 1818",Dr Erica McAlister,,,,,,,Culicidae,4075114199,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae,Europe; United Kingdom; England; London,Dr Erica McAlister,1,,NHMUK,,Virtual Voucher,,,,,,adult,Barbican Estate,2024-09-19T15:47:11+00:00,9,c400784d-56ad-4120-83de-5eed84f0a275,present,Diptera,NHMUK:ecatalogue:10283125,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Dr Erica McAlister | Mr Yuki Haba,Hand Picked,"Culicidae Meigen, 1818","Meigen, 1818",Unknown,,England,Molecular Collections,,,51 31 09.00 N,000 05 38.00 W,,2022,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10572670,4913040 | 4915124 | 4916201 | 4917258 | 5235766 | 5235793,5cb1a801-33d2-4d40-ba62-4036271566d5 | 419c4ba9-13f6-4f83-90e9-b1fb4e40a55f | 870ee237-f1c2-4b3b-8688-8ebb903707df | 833d3182-97c5-4e9f-8365-d1ea4db4d32b | 8b78c6e7-04d1-4ae7-bef0-befa3d424846 | dd566f2b-ea30-4249-9787-7ec6aea1f10a,None | None | None | None | Specimen | Specimen,2024-03-19T11:09:58+00:00 | 2024-03-19T13:07:42+00:00 | 2024-03-19T14:12:38+00:00 | 2024-03-19T15:20:09+00:00 | 2024-09-03T10:23:09+00:00 | 2024-09-03T10:34:23+00:00,None | None | None | None | Duncan Sivell | Duncan Sivell,image/jpeg | image/jpeg | image/jpeg | image/jpeg | image/tiff | image/tiff,https://data.nhm.ac.uk/media/5cb1a801-33d2-4d40-ba62-4036271566d5 | https://data.nhm.ac.uk/media/419c4ba9-13f6-4f83-90e9-b1fb4e40a55f | https://data.nhm.ac.uk/media/870ee237-f1c2-4b3b-8688-8ebb903707df | https://data.nhm.ac.uk/media/833d3182-97c5-4e9f-8365-d1ea4db4d32b | https://data.nhm.ac.uk/media/8b78c6e7-04d1-4ae7-bef0-befa3d424846 | https://data.nhm.ac.uk/media/dd566f2b-ea30-4249-9787-7ec6aea1f10a,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2024-03-19T11:09:59+00:00 | 2024-03-19T13:07:43+00:00 | 2024-03-19T14:12:39+00:00 | 2024-03-19T15:20:10+00:00 | 2024-09-03T10:24:02+00:00 | 2024-09-03T10:34:58+00:00,5184 | 5184 | 5184 | 5184 | 2214 | 1520,3888 | 3888 | 3888 | 3888 | 2768 | 2206,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013444338_2 | 013444338_1 | 013444338_4 | 013444338_3 | 013444338_Culex pipiens genitlalia | 013444338 Culex pipiens gonocoxite,StillImage | StillImage | StillImage | StillImage | StillImage | StillImage,6,013444338,PreservedSpecimen,NHMUK013444338,,,Insecta,BMNH(E),Europe,700,United Kingdom,2023-12-12T12:34:09+00:00,14,51.889913,-0.381207,,"Culex (Culex) pipiens Linnaeus, 1758",Dr Duncan Sivell,,,,,,,Culicidae,4499685365,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,Europe; United Kingdom; England,Dr Duncan Sivell,1,,NHMUK,,Virtual Voucher,,,,,,adult,"Luton, Hollybush Road",2024-09-03T10:54:17+00:00,11,a3f27bdb-d95b-4977-a8a4-56613b000ed1,present,Diptera,NHMUK:ecatalogue:10572670,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Dr Duncan Sivell,Hand picked,"Culex (Culex) pipiens Linnaeus, 1758","Linnaeus, 1758",unknown,pipiens,England,Molecular Collections,Culex,,51 53 23.69 N,000 22 52.35 W,,2023,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10572669,4914791 | 4915840 | 4915973 | 5235764,6fa992e4-96dd-4214-a3f4-7355c7e68f43 | a21d0f3e-a031-469e-8b5b-d09022f77a59 | 57137f52-db91-4651-a190-ff10a23b61c0 | 57a4f6ac-2357-4d7a-b066-658f4ba3ba1b,None | None | None | Specimen,2024-03-19T12:48:47+00:00 | 2024-03-19T13:51:27+00:00 | 2024-03-19T13:59:28+00:00 | 2024-09-03T10:09:28+00:00,None | None | None | Duncan Sivell,image/jpeg | image/jpeg | image/jpeg | image/tiff,https://data.nhm.ac.uk/media/6fa992e4-96dd-4214-a3f4-7355c7e68f43 | https://data.nhm.ac.uk/media/a21d0f3e-a031-469e-8b5b-d09022f77a59 | https://data.nhm.ac.uk/media/57137f52-db91-4651-a190-ff10a23b61c0 | https://data.nhm.ac.uk/media/57a4f6ac-2357-4d7a-b066-658f4ba3ba1b,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2024-03-19T12:48:49+00:00 | 2024-03-19T13:51:29+00:00 | 2024-03-19T13:59:29+00:00 | 2024-09-03T10:10:43+00:00,5184 | 5184 | 5184 | 3576,3888 | 3888 | 3888 | 3444,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013444337_3 | 013444337_2 | 013444337_1 | 013444337 Culex pipiens genitlalia,StillImage | StillImage | StillImage | StillImage,4,013444337,PreservedSpecimen,NHMUK013444337,,,Insecta,BMNH(E),Europe,700,United Kingdom,2023-12-12T12:34:07+00:00,14,51.889913,-0.381207,,"Culex (Culex) pipiens Linnaeus, 1758",Dr Duncan Sivell,,,,,,,Culicidae,4499683365,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,Europe; United Kingdom; England,Dr Duncan Sivell,1,,NHMUK,,Virtual Voucher,,,,,,adult,"Luton, Hollybush Road",2024-09-03T10:53:05+00:00,11,63b0eb05-b1df-4598-a5fc-631e00894240,present,Diptera,NHMUK:ecatalogue:10572669,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Dr Duncan Sivell,Hand picked,"Culex (Culex) pipiens Linnaeus, 1758","Linnaeus, 1758",unknown,pipiens,England,Molecular Collections,Culex,,51 53 23.69 N,000 22 52.35 W,,2023,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972782,4206073 | 4206092 | 4213060 | 4213119 | 4213139,ea52b51c-3e76-46a8-9172-2b3cccbca352 | a00b94ad-63e7-452f-ba19-208f4c6ea814 | ee4b0db9-fb55-4fcf-a372-4d7af66ab86b | 0e3484b3-ca26-4a5c-9ffc-06c0f7878b63 | f432786a-978f-417c-b49d-0971af10ca2b,Specimen | Specimen | Specimen | Specimen | Specimen,2022-09-26T12:56:21+00:00 | 2022-09-26T12:57:31+00:00 | 2022-09-26T19:11:13+00:00 | 2022-09-26T19:12:57+00:00 | 2022-09-26T19:13:34+00:00,None | None | None | None | None,image/tiff | image/tiff | image/jpeg | image/tiff | image/tiff,https://data.nhm.ac.uk/media/ea52b51c-3e76-46a8-9172-2b3cccbca352 | https://data.nhm.ac.uk/media/a00b94ad-63e7-452f-ba19-208f4c6ea814 | https://data.nhm.ac.uk/media/ee4b0db9-fb55-4fcf-a372-4d7af66ab86b | https://data.nhm.ac.uk/media/0e3484b3-ca26-4a5c-9ffc-06c0f7878b63 | https://data.nhm.ac.uk/media/f432786a-978f-417c-b49d-0971af10ca2b,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:17:00+00:00 | 2022-09-27T13:17:00+00:00 | 2022-09-27T13:17:21+00:00 | 2022-09-27T13:17:21+00:00 | 2022-09-27T13:17:21+00:00,3884 | 4252 | 4724 | 3884 | 4724,4252 | 2700 | 3341 | 4252 | 3341,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",33a | 33c | 33 | 33b | 33,StillImage | StillImage | StillImage | StillImage | StillImage,5,010628744,PreservedSpecimen,NHMUK010628744,,,Insecta,BMNH(E),,,,2022-09-26T11:49:02+00:00,,,,,"Culex pipiens Linnaeus, 1758",,,,,,,,Culicidae,3922797415,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:22:08+00:00,,5ba66cf7-4cf1-46b1-ad65-adb99f55e299,present,Diptera,NHMUK:ecatalogue:9972782,Arthropoda,Dry - pinned,,,,"Culex pipiens Linnaeus, 1758","Linnaeus, 1758",Female,pipiens,,Diptera and Siphonaptera,,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972783,4206084 | 4206141 | 4212921 | 4212946,717795c1-e90e-4042-872a-e09d7403eaf5 | 428efbe5-4ce8-4dc2-96c2-ce8483dee09b | 0a53ad9d-049d-4f71-a6a5-d183d72dadd9 | 14e4633c-e66d-4eee-b541-a8a6169faad5,Specimen | Specimen | Specimen | Specimen,2022-09-26T12:57:02+00:00 | 2022-09-26T13:00:51+00:00 | 2022-09-26T19:06:58+00:00 | 2022-09-26T19:07:45+00:00,None | None | None | None,image/tiff | image/tiff | image/tiff | image/tiff,https://data.nhm.ac.uk/media/717795c1-e90e-4042-872a-e09d7403eaf5 | https://data.nhm.ac.uk/media/428efbe5-4ce8-4dc2-96c2-ce8483dee09b | https://data.nhm.ac.uk/media/0a53ad9d-049d-4f71-a6a5-d183d72dadd9 | https://data.nhm.ac.uk/media/14e4633c-e66d-4eee-b541-a8a6169faad5,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:17:00+00:00 | 2022-09-27T13:17:00+00:00 | 2022-09-27T13:17:21+00:00 | 2022-09-27T13:17:21+00:00,4252 | 4252 | 4252 | 4724,4384 | 4384 | 2812 | 3341,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",34b | 34a | 34c | 34,StillImage | StillImage | StillImage | StillImage,4,010628745,PreservedSpecimen,NHMUK010628745,,,Insecta,BMNH(E),,,,2022-09-26T11:49:03+00:00,,,,,"Culex (Culex) quinquefasciatus Say, 1823",,,,,,,,Culicidae,3922799430,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:22:06+00:00,,c7ae0a22-edba-4311-8a2f-cf040e73b996,present,Diptera,NHMUK:ecatalogue:9972783,Arthropoda,Dry - pinned,,,,"Culex (Culex) quinquefasciatus Say, 1823","Say, 1823",Female,quinquefasciatus,,Diptera and Siphonaptera,Culex,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972764,4206032 | 4206060 | 4206127,4a0d37b2-02f4-40f2-93ac-28a511883c8d | 864c2426-8b06-4a8c-917b-0efc61d54759 | 4a4c6302-b2df-4218-ab96-16c87ffa0980,Specimen | Specimen | Specimen,2022-09-26T12:53:32+00:00 | 2022-09-26T12:55:35+00:00 | 2022-09-26T12:59:57+00:00,None | None | None,image/tiff | image/jpeg | image/tiff,https://data.nhm.ac.uk/media/4a0d37b2-02f4-40f2-93ac-28a511883c8d | https://data.nhm.ac.uk/media/864c2426-8b06-4a8c-917b-0efc61d54759 | https://data.nhm.ac.uk/media/4a4c6302-b2df-4218-ab96-16c87ffa0980,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:16:57+00:00 | 2022-09-27T13:16:57+00:00 | 2022-09-27T13:16:57+00:00,3307 | 3307 | 5759,2733 | 2733 | 5279,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",15 | 15 | 15a,StillImage | StillImage | StillImage,3,013655670,PreservedSpecimen,NHMUK013655670,,,Insecta,BMNH(E),,,,2022-09-26T11:48:55+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3922788444,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:21:25+00:00,,f4883498-422e-4666-8d52-b2022da0f89f,present,Diptera,NHMUK:ecatalogue:9972764,Arthropoda,Dry - pinned,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",Female,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972795,4206034 | 4206147 | 4206151 | 4213041 | 4213073,017ca52b-25d9-4350-8d4e-13457272d87b | 64fbdd5b-2a0b-4a6e-8533-6347e4b5045d | dea290ba-7964-4677-a30c-423b597298a5 | 5eda1387-1d35-481e-b341-668ac2a53c99 | c9ed20ca-0ffc-48cc-ab65-ce0c5a303c55,Specimen | Specimen | Specimen | Specimen | Specimen,2022-09-26T12:53:40+00:00 | 2022-09-26T13:01:12+00:00 | 2022-09-26T13:01:27+00:00 | 2022-09-26T19:10:38+00:00 | 2022-09-26T19:11:35+00:00,None | None | None | None | None,image/tiff | image/tiff | image/jpeg | image/tiff | image/tiff,https://data.nhm.ac.uk/media/017ca52b-25d9-4350-8d4e-13457272d87b | https://data.nhm.ac.uk/media/64fbdd5b-2a0b-4a6e-8533-6347e4b5045d | https://data.nhm.ac.uk/media/dea290ba-7964-4677-a30c-423b597298a5 | https://data.nhm.ac.uk/media/5eda1387-1d35-481e-b341-668ac2a53c99 | https://data.nhm.ac.uk/media/c9ed20ca-0ffc-48cc-ab65-ce0c5a303c55,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:17:02+00:00 | 2022-09-27T13:17:02+00:00 | 2022-09-27T13:17:02+00:00 | 2022-09-27T13:17:22+00:00 | 2022-09-27T13:17:22+00:00,7016 | 4252 | 7016 | 4736 | 4252,4961 | 3818 | 4961 | 4252 | 2776,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",46 | 46b | 46 | 46a | 46c,StillImage | StillImage | StillImage | StillImage | StillImage,5,010628757,PreservedSpecimen,NHMUK010628757,,,Insecta,BMNH(E),,,,2022-09-26T11:49:07+00:00,,,,,Culiseta annulata subochrea Edwards,,,,,,,,Culicidae,3922800441,MODIFIED_DATE_INVALID | TAXON_MATCH_HIGHERRANK | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culiseta,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,subochrea,NHMUK,,,,,,,,,,2024-10-24T10:21:17+00:00,,265f948d-d5d1-4fe0-80e1-e42bc8e7528b,present,Diptera,NHMUK:ecatalogue:9972795,Arthropoda,Dry - pinned,,,,Culiseta annulata subochrea Edwards,Edwards,Female,annulata,,Diptera and Siphonaptera,,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9972779,4206037 | 4206096 | 4206106 | 4206114 | 4206128 | 4212967,ee47b380-effb-4938-b6fd-a4df41dfea1f | 7de24171-e253-4e16-8256-e435f1969f9a | 1c813090-30a2-4647-9455-5ad74fdd54bc | c571296b-e2f6-424c-96d3-aa0eb7e684e7 | 46af13ee-75c3-41c2-9e06-c85aa43382a9 | 0c97a1e3-c676-41a4-84b4-55ac1705ef0f,Specimen | Specimen | Specimen | Specimen | Specimen | Specimen,2022-09-26T12:53:54+00:00 | 2022-09-26T12:57:46+00:00 | 2022-09-26T12:58:27+00:00 | 2022-09-26T12:59:00+00:00 | 2022-09-26T13:00:03+00:00 | 2022-09-26T19:08:28+00:00,None | None | None | None | None | None,image/tiff | image/tiff | image/tiff | image/tiff | image/jpeg | image/tiff,https://data.nhm.ac.uk/media/ee47b380-effb-4938-b6fd-a4df41dfea1f | https://data.nhm.ac.uk/media/7de24171-e253-4e16-8256-e435f1969f9a | https://data.nhm.ac.uk/media/1c813090-30a2-4647-9455-5ad74fdd54bc | https://data.nhm.ac.uk/media/c571296b-e2f6-424c-96d3-aa0eb7e684e7 | https://data.nhm.ac.uk/media/46af13ee-75c3-41c2-9e06-c85aa43382a9 | https://data.nhm.ac.uk/media/0c97a1e3-c676-41a4-84b4-55ac1705ef0f,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:16:59+00:00 | 2022-09-27T13:17:21+00:00,4252 | 4252 | 4252 | 4724 | 4724 | 4252,3007 | 3876 | 2968 | 3341 | 3341 | 3876,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",30d | 30a | 30c | 30 | 30 | 30b,StillImage | StillImage | StillImage | StillImage | StillImage | StillImage,6,010628741,PreservedSpecimen,NHMUK010628741,,,Insecta,BMNH(E),,,,2022-09-26T11:49:01+00:00,,,,,Culex mattinglyi Knight,,,,,,,,Culicidae,3922796410,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,,,1,,NHMUK,,,,,,,,,,2024-10-24T10:22:13+00:00,,df64eafc-0769-4dc3-af48-d04108875979,present,Diptera,NHMUK:ecatalogue:9972779,Arthropoda,Dry - pinned,,,,Culex mattinglyi Knight,Knight,Female,mattinglyi,,Diptera and Siphonaptera,,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
